Experiment,PairID,SampleID,Environment,Taxonomy,Proportion
1,E1_P8,h3D4,Freshwater,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Sphingobacteriales;f__NS11-12_marine_group;g__NS11-12_marine_group,0.0
1,E1_P8,h3D4,Freshwater,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiales_Incertae_Sedis;g__Phreatobacter,0.0
1,E1_P8,h3D4,Freshwater,d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__Polyangiaceae;g__Pajaroellobacter,0.0
1,E1_P8,h3D4,Freshwater,d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Arcobacteraceae;g__Arcobacter,0.0
1,E1_P8,h3D4,Freshwater,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Flaviaesturariibacter,0.0
1,E1_P8,h3D4,Freshwater,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Muribaculaceae,0.0
1,E1_P8,h3D4,Freshwater,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Parafilimonas,0.0
1,E1_P8,h3D4,Freshwater,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Limnohabitans,0.0
1,E1_P8,h3D4,Freshwater,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Croceicoccus,0.0
1,E1_P8,h3D4,Freshwater,d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__uncultured;g__uncultured,0.0
1,E1_P8,h3D4,Freshwater,d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium,0.0
1,E1_P8,h3D4,Freshwater,d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__[Eubacterium]_coprostanoligenes_group;g__[Eubacterium]_coprostanoligenes_group,0.0
1,E1_P8,h3D4,Freshwater,d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__Pirellulaceae;g__Pirellula,0.0
1,E1_P8,h3D4,Freshwater,d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Bryobacterales;f__Bryobacteraceae;g__Bryobacter,0.0
1,E1_P8,h3D4,Freshwater,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__uncultured,0.0
1,E1_P8,h3D4,Freshwater,d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella,0.0
1,E1_P8,h3D4,Freshwater,d__Bacteria;p__Chloroflexi;__;__;__;__,0.0
1,E1_P8,h3D4,Freshwater,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Morganellaceae;g__Proteus,0.0
1,E1_P8,h3D4,Freshwater,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__Steroidobacter,0.0
1,E1_P8,h3D4,Freshwater,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Tistrellales;f__Geminicoccaceae;__,0.0
1,E1_P8,h3D4,Freshwater,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Pseudochrobactrum,0.0
1,E1_P8,h3D4,Freshwater,d__Bacteria;p__Desulfobacterota;c__Desulfuromonadia;o__Desulfuromonadales;f__Geoalkalibacteraceae;g__Geoalkalibacter,0.0
1,E1_P8,h3D4,Freshwater,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Shewanellaceae;g__Shewanella,0.0
1,E1_P8,h3D4,Freshwater,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Microscillaceae;__,0.0
1,E1_P8,h3D4,Freshwater,d__Bacteria;p__Verrucomicrobiota;c__Chlamydiae;o__Chlamydiales;f__Parachlamydiaceae;__,0.0
1,E1_P8,h3D4,Freshwater,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Cnuella,0.0
1,E1_P8,h3D4,Freshwater,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Rhodanobacteraceae;g__Ahniella,0.0
1,E1_P8,h3D4,Freshwater,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Pseudochelatococcus,0.0
1,E1_P8,h3D4,Freshwater,d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;__;__;__,0.0
1,E1_P8,h3D4,Freshwater,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__Alishewanella,0.0
1,E1_P8,h3D4,Freshwater,d__Bacteria;p__Firmicutes;c__Bacilli;__;__;__,0.0
1,E1_P8,h3D4,Freshwater,d__Bacteria;p__Firmicutes;c__Bacilli;o__Mycoplasmatales;f__Mycoplasmataceae;g__Ureaplasma,0.0
1,E1_P8,h3D4,Freshwater,d__Bacteria;p__Bacteroidota;c__Rhodothermia;o__Rhodothermales;f__Rhodothermaceae;g__Rubrivirga,0.0
1,E1_P8,h3D4,Freshwater,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Ciceribacter,0.0
1,E1_P8,h3D4,Freshwater,d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Anoxybacillus,0.0
1,E1_P8,h3D4,Freshwater,d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Streptomycetales;f__Streptomycetaceae;g__E1B-B3-114,0.0
1,E1_P8,h3D4,Freshwater,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Devosiaceae;g__Maritalea,0.0
1,E1_P8,h3D4,Freshwater,d__Bacteria;p__Verrucomicrobiota;c__Chlamydiae;o__Chlamydiales;f__Parachlamydiaceae;g__Candidatus_Rubidus,0.0
1,E1_P8,h3D4,Freshwater,d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Pseudonocardiales;f__Pseudonocardiaceae;g__Saccharopolyspora,0.0
1,E1_P8,h3D4,Freshwater,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Azospirillales;f__Azospirillaceae;g__Azospirillaceae,0.0
1,E1_P8,h3D4,Freshwater,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Legionellales;f__Legionellaceae;g__Legionella,0.0
1,E1_P8,h3D4,Freshwater,d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Planococcaceae;g__Planococcaceae,0.0
1,E1_P8,h3D4,Freshwater,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Stappiaceae;g__Stappia,0.0
1,E1_P8,h3D4,Freshwater,d__Bacteria;p__Bacteroidota;c__Ignavibacteria;o__SJA-28;f__SJA-28;g__SJA-28,0.0
1,E1_P8,h3D4,Freshwater,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Limosilactobacillus,0.0
1,E1_P8,h3D4,Freshwater,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Haematobacter,0.0
1,E1_P8,h3D4,Freshwater,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Sutterellaceae;g__Parasutterella,0.0
1,E1_P8,h3D4,Freshwater,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Alphaproteobacteria_Incertae_Sedis;f__Unknown_Family;g__Unknown_Family,0.0
1,E1_P8,h3D4,Freshwater,d__Bacteria;p__Chloroflexi;c__Anaerolineae;o__Caldilineales;f__Caldilineaceae;g__Caldilineaceae,0.0
1,E1_P8,h3D4,Freshwater,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Amb-16S-1323;g__Amb-16S-1323,0.0
1,E1_P8,h3D4,Freshwater,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae;g__Cyclobacterium,0.0
1,E1_P8,h3D4,Freshwater,d__Bacteria;p__Acidobacteriota;c__Holophagae;o__Acanthopleuribacterales;f__Acanthopleuribacteraceae;g__Acanthopleuribacter,0.0
1,E1_P8,h3D4,Freshwater,d__Bacteria;p__Firmicutes;c__Bacilli;o__Paenibacillales;f__Paenibacillaceae;g__Cohnella,0.0
1,E1_P8,h3D4,Freshwater,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Moraxellaceae,0.0
1,E1_P8,h3D4,Freshwater,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Nitrosomonadaceae;g__Nitrosomonas,0.0
1,E1_P8,h3D4,Freshwater,d__Bacteria;p__Proteobacteria;__;__;__;__,0.0
1,E1_P8,h3D4,Freshwater,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Rickettsiaceae;g__Rickettsia,0.0
1,E1_P8,h3D4,Freshwater,d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Frankiales;f__Nakamurellaceae;g__Nakamurella,0.0
1,E1_P8,h3D4,Freshwater,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Aquamonas,0.0
1,E1_P8,h3D4,Freshwater,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Alysiella,0.0
1,E1_P8,h3D4,Freshwater,d__Bacteria;p__Verrucomicrobiota;c__Chlamydiae;o__Chlamydiales;f__Simkaniaceae;g__uncultured,0.0
1,E1_P8,h3D4,Freshwater,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Sediminibacterium,0.0
1,E1_P8,h3D4,Freshwater,d__Bacteria;p__WPS-2;c__WPS-2;o__WPS-2;f__WPS-2;g__WPS-2,0.0
1,E1_P8,h3D4,Freshwater,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Tannerella,0.0
1,E1_P8,h3D4,Freshwater,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Stappiaceae;g__Pannonibacter,0.0
1,E1_P8,h3D4,Freshwater,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Diaphorobacter,0.0
1,E1_P8,h3D4,Freshwater,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Gemmobacter,0.0
1,E1_P8,h3D4,Freshwater,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Rhodanobacteraceae;g__Tahibacter,0.0
1,E1_P8,h3D4,Freshwater,d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Micrococcales;f__Micrococcaceae;g__Garicola,0.0
1,E1_P8,h3D4,Freshwater,d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__[Ruminococcus]_torques_group,0.0
1,E1_P8,h3D4,Freshwater,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Yersiniaceae;__,0.0
1,E1_P8,h3D4,Freshwater,d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__Desulfobacteraceae;g__uncultured,0.0
1,E1_P8,h3D4,Freshwater,d__Bacteria;p__Desulfobacterota;c__Desulfobaccia;o__Desulfobaccales;f__Desulfobaccaceae;g__Desulfobacca,0.0
1,E1_P8,h3D4,Freshwater,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Pelomonas,0.0
1,E1_P8,h3D4,Freshwater,d__Bacteria;p__Patescibacteria;c__Parcubacteria;__;__;__,0.0
1,E1_P8,h3D4,Freshwater,d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Pseudonocardiales;f__Pseudonocardiaceae;g__Saccharomonospora,0.0
1,E1_P8,h3D4,Freshwater,d__Bacteria;p__Firmicutes;c__Bacilli;o__Paenibacillales;f__Paenibacillaceae;g__uncultured,0.0
1,E1_P8,h3D4,Freshwater,d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Micrococcales;f__Dermatophilaceae;g__Mobilicoccus,0.0
1,E1_P8,h3D4,Freshwater,d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Colidextribacter,0.0
1,E1_P8,h3D4,Freshwater,d__Bacteria;p__Firmicutes;c__Bacilli;o__Acholeplasmatales;f__Acholeplasmataceae;g__Acholeplasma,0.0
1,E1_P8,h3D4,Freshwater,d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Micrococcales;__;__,0.0
1,E1_P8,h3D4,Freshwater,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Spirosomaceae;g__Larkinella,0.0
1,E1_P8,h3D4,Freshwater,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Spirosomaceae;g__Fibrisoma,0.0
1,E1_P8,h3D4,Freshwater,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Microcystaceae;g__Chalicogloea_CCALA_975,0.0
1,E1_P8,h3D4,Freshwater,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Psychroglaciecola,0.0
1,E1_P8,h3D4,Freshwater,d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__uncultured;g__uncultured,0.0
1,E1_P8,h3D4,Freshwater,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Thioclava,0.0
1,E1_P8,h3D4,Freshwater,d__Bacteria;p__Desulfobacterota;c__Desulfuromonadia;o__Bradymonadales;f__Bradymonadales;g__Bradymonadales,0.0
1,E1_P8,h3E4,Freshwater,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Stenotrophomonas,0.0199767631400974
1,E1_P8,h3E4,Freshwater,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Delftia,0.0260807740995716
1,E1_P8,h3E4,Freshwater,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;__,0.00150866179964277
1,E1_P8,h3E4,Freshwater,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Variovorax,0.000416182565418697
1,E1_P8,h3E4,Freshwater,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,0.00263582291431841
1,E1_P8,h3E4,Freshwater,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Pseudoxanthobacter,0.00634678412263512
1,E1_P8,h3E4,Freshwater,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Rhodospirillaceae;g__Novispirillum,0.0181906462968422
1,E1_P8,h3E4,Freshwater,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas,0.0273640036762793
1,E1_P8,h3E4,Freshwater,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Novosphingobium,0.00263582291431841
1,E1_P8,h3E4,Freshwater,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Yersiniaceae;g__Serratia,0.00695371703053739
1,E1_P8,h3E4,Freshwater,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Brevundimonas,0.00284391419702776
1,E1_P8,h3E4,Freshwater,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Hafniaceae;g__Edwardsiella,0.00249709539251218
1,E1_P8,h3E4,Freshwater,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Acetobacter,0.00320807394176912
1,E1_P8,h3E4,Freshwater,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;__,0.000693637609031161
1,E1_P8,h3E4,Freshwater,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Sphingobacterium,0.00912133455875977
1,E1_P8,h3E4,Freshwater,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Weeksellaceae;g__Cloacibacterium,0.0
1,E1_P8,h3E4,Freshwater,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter,0.00364159744741359
1,E1_P8,h3E4,Freshwater,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Enhydrobacter,0.0209131739122895
1,E1_P8,h3E4,Freshwater,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Acidovorax,0.000763001369934277
1,E1_P8,h3E4,Freshwater,d__Bacteria;p__Firmicutes;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus,0.0239478384518008
1,E1_P8,h3E4,Freshwater,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Dysgonomonadaceae;g__Dysgonomonas,0.000208091282709348
1,E1_P8,h3E4,Freshwater,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Azotobacter,0.0
1,E1_P8,h3E4,Freshwater,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Zoogloea,0.000832365130837394
1,E1_P8,h3E4,Freshwater,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Xanthobacter,0.009260062080566
1,E1_P8,h3E4,Freshwater,d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium,0.0172368945844243
1,E1_P8,h3E4,Freshwater,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__uncultured;g__uncultured,0.0
1,E1_P8,h3E4,Freshwater,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides,0.0
1,E1_P8,h3E4,Freshwater,d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnoclostridium,0.0
1,E1_P8,h3E4,Freshwater,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;__,0.000554910087224929
1,E1_P8,h3E4,Freshwater,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Reyranellales;f__Reyranellaceae;g__Reyranella,0.000502887266547592
1,E1_P8,h3E4,Freshwater,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Pedobacter,0.000398841625192918
1,E1_P8,h3E4,Freshwater,d__Bacteria;p__Actinobacteriota;c__MB-A2-108;o__MB-A2-108;f__MB-A2-108;g__MB-A2-108,0.0
1,E1_P8,h3E4,Freshwater,d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Micrococcales;f__Microbacteriaceae;__,0.0
1,E1_P8,h3E4,Freshwater,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Massilia,3.4681880451558e-05
1,E1_P8,h3E4,Freshwater,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Bosea,0.0
1,E1_P8,h3E4,Freshwater,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Comamonadaceae;__,0.0
1,E1_P8,h3E4,Freshwater,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;__;__,0.000728319489482719
1,E1_P8,h3E4,Freshwater,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Kaistiaceae;g__Kaistia,0.000208091282709348
1,E1_P8,h3E4,Freshwater,d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus,0.0
1,E1_P8,h3E4,Freshwater,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Altererythrobacter,0.0
1,E1_P8,h3E4,Freshwater,d__Bacteria;p__Deinococcota;c__Deinococci;o__Deinococcales;f__Deinococcaceae;g__Deinococcus,0.00157802556054589
1,E1_P8,h3E4,Freshwater,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas,0.0010751382939983
1,E1_P8,h3E4,Freshwater,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Lysobacter,0.0
1,E1_P8,h3E4,Freshwater,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;__,0.000468205386096034
1,E1_P8,h3E4,Freshwater,d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Corynebacteriales;f__Corynebacteriaceae;g__Corynebacterium,0.120311443286454
1,E1_P8,h3E4,Freshwater,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Chloroplast;f__Chloroplast;g__Chloroplast,0.00364159744741359
1,E1_P8,h3E4,Freshwater,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__Rheinheimera,0.000312136924064022
1,E1_P8,h3E4,Freshwater,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella_9,0.0
1,E1_P8,h3E4,Freshwater,d__Bacteria;p__Firmicutes;c__Negativicutes;o__Veillonellales-Selenomonadales;f__Sporomusaceae;g__Pelosinus,0.0
1,E1_P8,h3E4,Freshwater,d__Bacteria;p__Bdellovibrionota;c__Bdellovibrionia;o__Bacteriovoracales;f__Bacteriovoracaceae;g__Peredibacter,0.0
1,E1_P8,h3E4,Freshwater,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Limnobacter,0.0
1,E1_P8,h3E4,Freshwater,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Ralstonia,0.0
1,E1_P8,h3E4,Freshwater,d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__uncultured;g__uncultured,0.0
1,E1_P8,h3E4,Freshwater,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;__;__,0.0
1,E1_P8,h3E4,Freshwater,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Qipengyuania,0.0
1,E1_P8,h3E4,Freshwater,d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Propionibacteriales;f__Nocardioidaceae;g__Nocardioides,0.000728319489482719
1,E1_P8,h3E4,Freshwater,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Weeksellaceae;g__Chryseobacterium,0.0
1,E1_P8,h3E4,Freshwater,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;__,0.000121386581580453
1,E1_P8,h3E4,Freshwater,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Tabrizicola,0.0
1,E1_P8,h3E4,Freshwater,d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Micrococcales;f__Intrasporangiaceae;__,0.0
1,E1_P8,h3E4,Freshwater,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Ancylobacter,0.000693637609031161
1,E1_P8,h3E4,Freshwater,d__Bacteria;p__Deinococcota;c__Deinococci;o__Thermales;f__Thermaceae;g__Thermus,0.0
1,E1_P8,h3E4,Freshwater,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Ramlibacter,0.0
1,E1_P8,h3E4,Freshwater,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Haemophilus,0.0133698649140756
1,E1_P8,h3E4,Freshwater,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Herbaspirillum,0.0
1,E1_P8,h3E4,Freshwater,d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Planococcaceae;g__Lysinibacillus,0.0
1,E1_P8,h3E4,Freshwater,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;__,0.0027225276154473
1,E1_P8,h3E4,Freshwater,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;__;__,0.0
1,E1_P8,h3E4,Freshwater,d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Corynebacteriales;f__Corynebacteriaceae;g__Lawsonella,0.0116531118317235
1,E1_P8,h3E4,Freshwater,d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Micrococcales;f__Micrococcaceae;g__Micrococcus,0.00220229940867393
1,E1_P8,h3E4,Freshwater,d__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Family_XI;g__Finegoldia,0.0376992040508436
1,E1_P8,h3E4,Freshwater,d__Bacteria;p__Deinococcota;c__Deinococci;o__Deinococcales;f__Trueperaceae;g__Truepera,0.0
1,E1_P8,h3E4,Freshwater,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Neisseria,0.0736816550193351
1,E1_P8,h3E4,Freshwater,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Porphyromonas,0.0478263131426986
1,E1_P8,h3E4,Freshwater,d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnoanaerobaculum,0.00204623094664192
1,E1_P8,h3E4,Freshwater,d__Bacteria;p__Myxococcota;c__Polyangia;o__Haliangiales;f__Haliangiaceae;g__Haliangium,0.0
1,E1_P8,h3E4,Freshwater,d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Corynebacteriales;f__Corynebacteriaceae;__,0.0429708498794804
1,E1_P8,h3E4,Freshwater,d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Leptotrichiaceae;g__Leptotrichia,8.67047011288952e-05
